;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
8233	0	합금 방패	합금 방패	37	3	23	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2460	24597	49191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	0	0
8234	1	+1 합금 방패	+1 합금 방패	37	3	25	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2706	27057	54114	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	1	0
8235	2	+2 합금 방패	+2 합금 방패	37	3	27	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2977	29763	59526	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	2	0
8236	3	+3 합금 방패	+3 합금 방패	37	3	36	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3275	32742	65484	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	6	0
8237	4	+4 합금 방패	+4 합금 방패	37	3	40	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3602	36018	72036	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	8	0
8238	5	+5 합금 방패	+5 합금 방패	37	3	44	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3963	39621	79242	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	10	0
8239	6	+6 합금 방패	+6 합금 방패	37	3	57	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4359	43584	87168	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	17	0
8240	7	+7 합금 방패	+7 합금 방패	37	3	65	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4795	47943	95886	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	21	0
8241	8	+8 합금 방패	+8 합금 방패	37	3	78	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5274	52740	105480	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	27	0
8242	9	+9 합금 방패	+9 합금 방패	37	3	94	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5802	58014	116028	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	35	0
8243	10	+10 합금 방패	+10 합금 방패	37	3	112	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6382	63816	127632	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	44	0
8244	11	+11 합금 방패	+11 합금 방패	37	3	131	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7020	70200	140400	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	54	0
8245	12	+12 합금 방패	+12 합금 방패	37	3	153	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7722	77220	154440	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	65	0
8246	13	+13 합금 방패	+13 합금 방패	37	3	178	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8495	84942	169884	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	77	0
8247	14	+14 합금 방패	+14 합금 방패	37	3	204	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9344	93438	186876	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	90	0
8248	15	+15 합금 방패	+15 합금 방패	37	3	233	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	10279	102783	205566	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	105	0
8249	16	+16 합금 방패	+16 합금 방패	37	3	265	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	11307	113064	226128	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	121	0
8250	17	+17 합금 방패	+17 합금 방패	37	3	302	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12438	124371	248742	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	139	0
8251	18	+18 합금 방패	+18 합금 방패	37	3	343	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	13681	136809	273618	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	160	0
8252	19	+19 합금 방패	+19 합금 방패	37	3	390	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	15050	150492	300984	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	183	0
8253	20	+20 합금 방패	+20 합금 방패	37	3	443	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	16555	165543	331086	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	wd_0024_1.mod	wd_0024_2.mod	wd_0024_3.mod	wd_0024.tga	wd_0024.tga	0	210	0
8254	0	해적의 강철 방패	해적의 강철 방패	37	4	25	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2798	27978	55953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	0	0
8255	1	+1 해적의 강철 방패	+1 해적의 강철 방패	37	4	27	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3078	30774	61548	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	1	0
8256	2	+2 해적의 강철 방패	+2 해적의 강철 방패	37	4	29	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3386	33852	67704	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	2	0
8257	3	+3 해적의 강철 방패	+3 해적의 강철 방패	37	4	39	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3724	37239	74478	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	7	0
8258	4	+4 해적의 강철 방패	+4 해적의 강철 방패	37	4	43	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4097	40965	81930	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	9	0
8259	5	+5 해적의 강철 방패	+5 해적의 강철 방패	37	4	47	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4507	45063	90126	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	11	0
8260	6	+6 해적의 강철 방패	+6 해적의 강철 방패	37	4	60	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4958	49572	99144	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	17	0
8261	7	+7 해적의 강철 방패	+7 해적의 강철 방패	37	4	69	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5454	54531	109062	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	22	0
8262	8	+8 해적의 강철 방패	+8 해적의 강철 방패	37	4	83	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5999	59985	119970	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	29	0
8263	9	+9 해적의 강철 방패	+9 해적의 강철 방패	37	4	99	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6599	65985	131970	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	37	0
8264	10	+10 해적의 강철 방패	+10 해적의 강철 방패	37	4	118	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7259	72585	145170	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	46	0
8265	11	+11 해적의 강철 방패	+11 해적의 강철 방패	37	4	138	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7985	79845	159690	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	56	0
8266	12	+12 해적의 강철 방패	+12 해적의 강철 방패	37	4	161	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8784	87831	175662	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	68	0
8267	13	+13 해적의 강철 방패	+13 해적의 강철 방패	37	4	188	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9662	96615	193230	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	81	0
8268	14	+14 해적의 강철 방패	+14 해적의 강철 방패	37	4	214	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	10628	106278	212556	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	94	0
8269	15	+15 해적의 강철 방패	+15 해적의 강철 방패	37	4	244	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	11691	116907	233814	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	109	0
8270	16	+16 해적의 강철 방패	+16 해적의 강철 방패	37	4	278	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12860	128598	257196	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	126	0
8271	17	+17 해적의 강철 방패	+17 해적의 강철 방패	37	4	317	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	14146	141459	282918	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	146	0
8272	18	+18 해적의 강철 방패	+18 해적의 강철 방패	37	4	360	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	15561	155607	311214	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	167	0
8273	19	+19 해적의 강철 방패	+19 해적의 강철 방패	37	4	409	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	17117	171168	342336	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	192	0
8274	20	+20 해적의 강철 방패	+20 해적의 강철 방패	37	4	465	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	18829	188286	376572	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	wd_0023_1.mod	wd_0023_2.mod	wd_0023_3.mod	wd_0023.tga	wd_0023.tga	0	220	0
8275	0	황금의 방패	황금의 방패	37	4	27	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3638	36372	72741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	0	0
8276	1	+1 황금의 방패	+1 황금의 방패	37	4	29	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4001	40008	80016	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	1	0
8277	2	+2 황금의 방패	+2 황금의 방패	37	4	31	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4401	44010	88020	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	2	0
8278	3	+3 황금의 방패	+3 황금의 방패	37	4	41	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4842	48411	96822	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	7	0
8279	4	+4 황금의 방패	+4 황금의 방패	37	4	45	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5326	53253	106506	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	9	0
8280	5	+5 황금의 방패	+5 황금의 방패	37	4	50	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5859	58581	117162	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	11	0
8281	6	+6 황금의 방패	+6 황금의 방패	37	4	64	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6444	64440	128880	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	18	0
8282	7	+7 황금의 방패	+7 황금의 방패	37	4	72	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7089	70884	141768	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	22	0
8283	8	+8 황금의 방패	+8 황금의 방패	37	4	87	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7798	77973	155946	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	30	0
8284	9	+9 황금의 방패	+9 황금의 방패	37	4	104	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8578	85773	171546	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	38	0
8285	10	+10 황금의 방패	+10 황금의 방패	37	4	124	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9436	94353	188706	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	48	0
8286	11	+11 황금의 방패	+11 황금의 방패	37	4	145	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	10380	103791	207582	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	59	0
8287	12	+12 황금의 방패	+12 황금의 방패	37	4	169	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	11418	114171	228342	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	71	0
8288	13	+13 황금의 방패	+13 황금의 방패	37	4	197	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12559	125589	251178	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	wd_0040_1.mod	wd_0040_2.mod	wd_0040_3.mod	wd_0040.tga	wd_0040.tga	0	85	0
